g_g810	x	y	z_z811c1	z_z811c2	z_z811c3	z_z811c4
1	-467395.90625	2691495	1	284.0363	1183.796	1.181015
3	-466395.90625	2691495	3	261.2538	1179.106	3.762623
2	-465395.90625	2691495	2	207.0309	1174.475	11.65571
3	-464395.90625	2691495	3	191.8983	1169.906	20.90467
3	-463395.90625	2691495	3	319.3987	1165.401	27.92913
3	-462395.90625	2691495	3	228.7314	1160.959	9.256682
2	-461395.90625	2691495	2	333.5437	1156.583	16.4151
3	-460395.90625	2691495	3	161.565	1152.27	 0.0
2	-459395.90625	2691495	2	1.054404	1148.021	11.51828
2	-496395.90625	2690495	2	335.6506	1313.68	20.60327
2	-495395.90625	2690495	2			
2	-489395.90625	2690495	2	48.33708	1289.948	31.27341
3	-488395.90625	2690495	3	103.2609	1285.865	11.3995
3	-487395.90625	2690495	3	155.1484	1281.639	27.63089
2	-486395.90625	2690495	2	235.1154	1277.281	37.41451
3	-485395.90625	2690495	3	200.8617	1272.801	41.26787
3	-484395.90625	2690495	3	231.9662	1268.213	28.9805
3	-483395.90625	2690495	3	195.4051	1263.528	22.72377
3	-482395.90625	2690495	3	194.6678	1258.758	30.00957
2	-481395.90625	2690495	2	124.992	1253.916	32.65354
5	-480395.90625	2690495	5	-1	1249.012	 0.0
5	-479395.90625	2690495	5	-1	1244.058	 0.0
3	-478395.90625	2690495	3	-1	1239.066	 0.0
1	-477395.90625	2690495	1	-1	1234.046	 0.0
1	-476395.90625	2690495	1	-1	1229.008	 0.0
3	-475395.90625	2690495	3	315	1223.962	0.5064147
3	-474395.90625	2690495	3	338.7671	1218.917	11.88954
3	-473395.90625	2690495	3	45	1213.881	0.1012855
3	-472395.90625	2690495	3	349.0193	1208.863	7.65254
1	-471395.90625	2690495	1	150.2874	1203.87	25.36044
5	-470395.90625	2690495	5	-1	1198.907	 0.0
5	-469395.90625	2690495	5	-1	1193.981	 0.0
1	-468395.90625	2690495	1	-1	1189.096	 0.0
3	-467395.90625	2690495	3	220.6013	1184.257	6.574011
3	-466395.90625	2690495	3	-1	1179.468	 0.0
3	-465395.90625	2690495	3	356.3555	1174.731	21.22147
1	-464395.90625	2690495	1	306.5493	1170.049	17.36733
2	-463395.90625	2690495	2	172.1288	1165.423	28.70775
2	-462395.90625	2690495	2	159.1022	1160.854	20.20133
2	-461395.90625	2690495	2	156.7665	1156.343	28.31067
3	-460395.90625	2690495	3	206.9165	1151.889	5.206498
2	-459395.90625	2690495	2	358.8309	1147.492	17.03055
2	-496395.90625	2689495	2	263.9225	1315.925	31.05359
2	-495395.90625	2689495	2	17.37404	1313.023	23.12155
1	-494395.90625	2689495	1	31.02369	1309.921	22.28783
2	-488395.90625	2689495	2	115.8778	1287.489	27.14219
2	-487395.90625	2689495	2	128.1572	1283.199	14.95285
2	-486395.90625	2689495	2	190.1755	1278.779	11.20611
2	-485395.90625	2689495	2	164.1975	1274.242	22.06863
2	-484395.90625	2689495	2	178.6184	1269.598	33.97784
2	-483395.90625	2689495	2	169.3697	1264.859	22.45745
2	-482395.90625	2689495	2	183.4833	1260.038	16.0681
2	-481395.90625	2689495	2	115.6277	1255.144	30.15215
1	-480395.90625	2689495	1	18.43495	1250.191	9.866487
1	-479395.90625	2689495	1	-1	1245.188	 0.0
3	-478395.90625	2689495	3	266.6335	1240.146	1.219456
1	-477395.90625	2689495	1	88.42345	1235.075	7.761676
1	-476395.90625	2689495	1	317.075	1229.985	13.71829
3	-475395.90625	2689495	3	300.1137	1224.886	8.222522
3	-474395.90625	2689495	3	36.67435	1219.785	4.189458
1	-473395.90625	2689495	1	-1	1214.691	 0.0
1	-472395.90625	2689495	1	97.48995	1209.61	17.55998
3	-471395.90625	2689495	3	329.7887	1204.55	12.87338
1	-470395.90625	2689495	1	97.56143	1199.516	8.109432
1	-469395.90625	2689495	1	-1	1194.513	 0.0
3	-468395.90625	2689495	3	-1	1189.546	 0.0
3	-467395.90625	2689495	3	273.2397	1184.62	7.559668
3	-466395.90625	2689495	3	255.9638	1179.736	8.211591
1	-465395.90625	2689495	1	135	1174.898	4.447611
2	-464395.90625	2689495	2	110.8716	1170.108	10.53395
1	-463395.90625	2689495	1	225.8425	1165.367	6.855264
1	-462395.90625	2689495	1	315	1160.676	2.530493
2	-461395.90625	2689495	2	291.4253	1156.035	6.055333
2	-460395.90625	2689495	2	276.8428	1151.445	19.09668
2	-498395.90625	2688495	2	296.5651	1323.318	28.71554
2	-497395.90625	2688495	2	15.1376	1320.738	43.89444
2	-496395.90625	2688495	2	259.3226	1317.953	28.05664
2	-495395.90625	2688495	2	327.7712	1314.965	15.21054
2	-494395.90625	2688495	2	101.8644	1311.779	24.51258
2	-493395.90625	2688495	2	31.26373	1308.401	36.39115
2	-492395.90625	2688495	2	30.96376	1304.838	0.4176038
1	-487395.90625	2688495	1	345.8329	1284.561	14.87312
2	-486395.90625	2688495	2	287.3368	1280.084	44.71135
2	-485395.90625	2688495	2	23.4774	1275.491	28.35466
2	-484395.90625	2688495	2	357.0816	1270.795	43.75598
2	-483395.90625	2688495	2	40.11826	1266.006	26.4986
2	-482395.90625	2688495	2	1.459449	1261.136	38.14094
2	-481395.90625	2688495	2	310.8949	1256.195	20.32532
2	-480395.90625	2688495	2	101.9566	1251.195	12.25499
1	-479395.90625	2688495	1	352.875	1246.147	19.94085
2	-478395.90625	2688495	2	343.9888	1241.059	8.505628
3	-477395.90625	2688495	3	1.735705	1235.942	7.057693
3	-476395.90625	2688495	3	-1	1230.805	 0.0
3	-475395.90625	2688495	3	18.43495	1225.656	0.2264803
3	-474395.90625	2688495	3	-1	1220.504	 0.0
3	-473395.90625	2688495	3	295.0963	1215.355	6.223181
2	-472395.90625	2688495	2	145.7131	1210.217	1.215245
3	-471395.90625	2688495	3	163.3008	1205.094	26.37748
1	-470395.90625	2688495	1	15.9454	1199.994	2.084677
5	-469395.90625	2688495	5	-1	1194.92	 0.0
3	-468395.90625	2688495	3	-1	1189.877	 0.0
3	-467395.90625	2688495	3	322.2061	1184.867	8.811861
3	-466395.90625	2688495	3	143.3659	1179.895	16.89629
3	-465395.90625	2688495	3	-1	1174.962	 0.0
1	-464395.90625	2688495	1	326.75	1170.069	24.29445
1	-463395.90625	2688495	1	2.185801	1165.219	26.17909
1	-462395.90625	2688495	1	331.5044	1160.412	19.21168
2	-461395.90625	2688495	2	207.3064	1155.649	15.05538
3	-460395.90625	2688495	3	213.6333	1150.929	19.28024
3	-459395.90625	2688495	3			
2	-498395.90625	2687495	2	334.3024	1325.275	37.79163
2	-497395.90625	2687495	2	299.4275	1322.608	18.56355
2	-496395.90625	2687495	2	40.42608	1319.736	25.99799
1	-495395.90625	2687495	1	262.9131	1316.664	24.98837
2	-494395.90625	2687495	2	62.4027	1313.398	13.9415
2	-493395.90625	2687495	2	90.20911	1309.942	34.41132
1	-492395.90625	2687495	1	39.7462	1306.304	17.16535
1	-491395.90625	2687495	1	22.60907	1302.493	27.04344
1	-490395.90625	2687495	1	13.19061	1298.517	18.19422
2	-489395.90625	2687495	2	236.5187	1294.387	20.84011
2	-488395.90625	2687495	2	311.8054	1290.112	20.8399
2	-487395.90625	2687495	2	353.1572	1285.703	17.47098
2	-486395.90625	2687495	2	335.5033	1281.171	24.18882
1	-485395.90625	2687495	1	336.4768	1276.527	19.16946
1	-484395.90625	2687495	1	20.12868	1271.782	16.39496
2	-483395.90625	2687495	2	17.66519	1266.946	22.38793
2	-482395.90625	2687495	2	314.3452	1262.031	17.19099
2	-481395.90625	2687495	2	107.1267	1257.048	33.34193
2	-480395.90625	2687495	2	315.3537	1252.006	15.98085
2	-479395.90625	2687495	2	261.2538	1246.915	1.288938
2	-478395.90625	2687495	2	-1	1241.786	 0.0
1	-477395.90625	2687495	1	226.5275	1236.627	14.85611
1	-476395.90625	2687495	1	199.2307	1231.447	2.989925
1	-475395.90625	2687495	1	79.61115	1226.254	8.559897
2	-474395.90625	2687495	2	66.69217	1221.055	19.00124
2	-473395.90625	2687495	2	296.2001	1215.857	5.015851
1	-472395.90625	2687495	1	327.5288	1210.666	 0.0
3	-471395.90625	2687495	3	55.96787	1205.487	13.07704
1	-470395.90625	2687495	1	49.85661	1200.326	15.1866
1	-469395.90625	2687495	1	85.6013	1195.186	0.9337243
1	-468395.90625	2687495	1	-1	1190.072	 0.0
1	-467395.90625	2687495	1	308.7742	1184.986	11.06777
3	-466395.90625	2687495	3	257.805	1179.931	19.24554
3	-465395.90625	2687495	3	7.125016	1174.908	1.154677
1	-464395.90625	2687495	1	176.6769	1169.92	10.98322
1	-463395.90625	2687495	1	168.6901	1164.968	15.32682
1	-462395.90625	2687495	1	148.8349	1160.051	13.70998
2	-461395.90625	2687495	2	271.6776	1155.172	30.86913
2	-460395.90625	2687495	2	252.8973	1150.33	15.2179
3	-459395.90625	2687495	3	260.4956	1145.525	15.64729
2	-499395.90625	2686495	2	290.3981	1329.505	27.95863
2	-498395.90625	2686495	2	213.6901	1326.957	23.3965
1	-497395.90625	2686495	1	197.6076	1324.204	17.8813
2	-496395.90625	2686495	2	207.926	1321.249	14.51505
2	-495395.90625	2686495	2	297.1729	1318.097	22.77461
2	-494395.90625	2686495	2	-1	1314.751	 0.0
2	-493395.90625	2686495	2	77.56216	1311.22	30.87013
2	-492395.90625	2686495	2	87.47388	1307.51	9.657253
2	-491395.90625	2686495	2	56.25644	1303.63	20.37009
2	-490395.90625	2686495	2	54.12617	1299.59	24.02814
2	-489395.90625	2686495	2	68.46607	1295.398	13.96085
2	-488395.90625	2686495	2	305.5377	1291.066	9.16253
2	-487395.90625	2686495	2	218.8627	1286.603	26.38371
1	-486395.90625	2686495	1	227.0232	1282.02	33.06187
1	-485395.90625	2686495	1	235.7995	1277.327	17.29334
2	-484395.90625	2686495	2	186.8428	1272.537	3.089118
2	-483395.90625	2686495	2	26.12769	1267.659	20.11105
2	-482395.90625	2686495	2	73.9926	1262.703	17.60439
2	-481395.90625	2686495	2	85.20576	1257.681	21.24909
2	-480395.90625	2686495	2	308.2183	1252.601	18.22884
2	-479395.90625	2686495	2	36.28254	1247.474	15.01683
2	-478395.90625	2686495	2	280.5347	1242.308	19.91838
2	-477395.90625	2686495	2	41.63354	1237.112	11.89972
1	-476395.90625	2686495	1	301.4091	1231.894	9.397335
2	-475395.90625	2686495	2	-1	1226.661	 0.0
2	-474395.90625	2686495	2	295.7693	1221.42	13.57798
2	-473395.90625	2686495	2	344.8271	1216.178	 0.0
2	-472395.90625	2686495	2	229.9894	1210.94	 0.0
2	-471395.90625	2686495	2	222.2475	1205.71	19.31373
3	-470395.90625	2686495	3	107.0079	1200.494	12.52863
1	-469395.90625	2686495	1	111.4477	1195.295	4.301007
1	-468395.90625	2686495	1	-1	1190.116	 0.0
1	-467395.90625	2686495	1	-1	1184.96	 0.0
1	-466395.90625	2686495	1	262.0304	1179.829	7.193778
3	-465395.90625	2686495	3	177.2737	1174.724	1.505372
1	-464395.90625	2686495	1	359.5018	1169.648	23.32891
1	-463395.90625	2686495	1	268.8542	1164.6	20.55981
2	-462395.90625	2686495	2	180	1159.582	1.145763
2	-461395.90625	2686495	2	155.5133	1154.594	15.50694
2	-460395.90625	2686495	2	261.3209	1149.637	22.09213
2	-459395.90625	2686495	2	269.6886	1144.712	24.70275
2	-458395.90625	2686495	2			
1	-497395.90625	2685495	1	176.1494	1325.503	14.60578
1	-496395.90625	2685495	1	224.8175	1322.467	29.03385
2	-495395.90625	2685495	2	98.18639	1319.236	19.79469
2	-494395.90625	2685495	2	245.0715	1315.815	16.36243
3	-493395.90625	2685495	3	18.77297	1312.211	28.19199
2	-492395.90625	2685495	2	13.31363	1308.432	18.6004
2	-491395.90625	2685495	2	1.820524	1304.488	27.09012
2	-490395.90625	2685495	2	13.19646	1300.386	20.42192
2	-489395.90625	2685495	2	345.9952	1296.137	28.92847
2	-488395.90625	2685495	2	44.26074	1291.75	28.72509
2	-487395.90625	2685495	2	15.82126	1287.237	29.02004
2	-486395.90625	2685495	2	230.0162	1282.607	29.51358
2	-485395.90625	2685495	2	194.5345	1277.871	24.38268
2	-484395.90625	2685495	2	249.4986	1273.04	17.06337
2	-483395.90625	2685495	2	215.9335	1268.123	9.551818
3	-482395.90625	2685495	3	63.04782	1263.132	18.31174
3	-481395.90625	2685495	3	20.99285	1258.075	24.72939
2	-480395.90625	2685495	2	38.07278	1252.962	10.78794
3	-479395.90625	2685495	3	110.556	1247.803	10.88179
3	-478395.90625	2685495	3	7.125016	1242.605	17.87401
2	-477395.90625	2685495	2	66.39289	1237.377	10.43478
2	-476395.90625	2685495	2	71.45315	1232.126	22.03674
2	-475395.90625	2685495	2	326.3099	1226.859	1.548994
2	-474395.90625	2685495	2	33.69007	1221.583	2.064934
2	-473395.90625	2685495	2	158.508	1216.302	22.71286
2	-472395.90625	2685495	2	356.0548	1211.023	19.96917
3	-471395.90625	2685495	3	65.77225	1205.749	3.138344
2	-470395.90625	2685495	2	348.3664	1200.484	23.45669
5	-469395.90625	2685495	5	28.52312	1195.232	7.45685
1	-468395.90625	2685495	1	-1	1189.995	 0.0
2	-467395.90625	2685495	2	345.8277	1184.776	7.273604
2	-466395.90625	2685495	2	303.3885	1179.576	7.505104
1	-465395.90625	2685495	1	259.5085	1174.396	1.965839
2	-464395.90625	2685495	2	190.5161	1169.239	23.00764
2	-463395.90625	2685495	2	140.0943	1164.104	24.60269
2	-462395.90625	2685495	2	135	1158.992	0.3038539
2	-461395.90625	2685495	2	344.5878	1153.904	13.48903
2	-460395.90625	2685495	2	266.9225	1148.841	6.640362
2	-459395.90625	2685495	2	353.5797	1143.803	30.64529
2	-458395.90625	2685495	2	243.5378	1138.79	17.29518
2	-497395.90625	2684495	2	302.8729	1326.479	12.34085
2	-496395.90625	2684495	2	17.19854	1323.365	23.73312
2	-495395.90625	2684495	2	313.8188	1320.059	18.93298
2	-494395.90625	2684495	2	257.626	1316.565	26.64079
2	-493395.90625	2684495	2	254.0291	1312.893	21.11431
2	-492395.90625	2684495	2	106.5348	1309.049	 0.0
2	-491395.90625	2684495	2	38.71311	1305.043	11.85202
2	-490395.90625	2684495	2			
1	-489395.90625	2684495	1	123.0558	1296.581	15.74178
1	-488395.90625	2684495	1	121.1088	1292.145	18.7118
1	-486395.90625	2684495	1	10.52779	1282.913	8.175653
2	-485395.90625	2684495	2	265.9144	1278.138	7.989653
2	-484395.90625	2684495	2	204.0986	1273.27	25.67084
3	-480395.90625	2684495	3	75.51823	1253.071	11.03111
3	-479395.90625	2684495	3	0.8923855	1247.884	21.86553
2	-478395.90625	2684495	2	341.7452	1242.66	14.11184
1	-477395.90625	2684495	1	358.1323	1237.405	12.95942
1	-476395.90625	2684495	1	46.92196	1232.127	14.76433
2	-475395.90625	2684495	2	33.55896	1226.832	8.614962
2	-474395.90625	2684495	2	356.4237	1221.526	2.295075
2	-473395.90625	2684495	2	34.31509	1216.213	5.446389
3	-472395.90625	2684495	3	4.635463	1210.898	5.302065
3	-471395.90625	2684495	3	0.8243428	1205.586	19.16418
1	-470395.90625	2684495	1	102.8407	1200.279	19.22473
1	-469395.90625	2684495	1	41.42366	1194.981	1.623297
1	-468395.90625	2684495	1	-1	1189.693	 0.0
1	-467395.90625	2684495	1	-1	1184.418	 0.0
2	-466395.90625	2684495	2	73.33913	1179.157	19.35643
1	-465395.90625	2684495	1	-1	1173.91	 0.0
2	-464395.90625	2684495	2	315	1168.68	0.4051356
2	-463395.90625	2684495	2	290.2976	1163.466	11.01118
1	-462395.90625	2684495	1	5.194429	1158.27	8.63573
2	-461395.90625	2684495	2	270.7252	1153.09	21.55559
2	-460395.90625	2684495	2	52.61194	1147.93	21.15723
2	-459395.90625	2684495	2	15.6325	1142.788	29.507
2	-498395.90625	2683495	2	117.21	1330.103	30.79282
3	-497395.90625	2683495	3	304.6952	1327.11	26.29425
3	-496395.90625	2683495	3	41.22358	1323.921	28.22686
2	-495395.90625	2683495	2	268.5033	1320.543	27.76365
2	-494395.90625	2683495	2	226.8779	1316.981	23.34343
2	-493395.90625	2683495	2	246.9182	1313.244	17.8501
2	-479395.90625	2683495	2	142.9355	1247.701	16.40979
2	-478395.90625	2683495	2	156.3369	1242.456	25.91279
2	-477395.90625	2683495	2	195.9751	1237.18	18.34315
2	-476395.90625	2683495	2	145.7945	1231.881	20.04732
2	-475395.90625	2683495	2	32.90524	1226.563	4.342234
2	-474395.90625	2683495	2	350.0316	1221.233	11.82747
2	-473395.90625	2683495	2	63.43495	1215.894	0.6405596
3	-472395.90625	2683495	3	215.3112	1210.551	15.46673
3	-471395.90625	2683495	3	209.0546	1205.207	2.211012
2	-470395.90625	2683495	2	189.4623	1199.865	3.480877
3	-469395.90625	2683495	3	87.45519	1194.528	6.42507
1	-468395.90625	2683495	1	344.0546	1189.197	5.199673
1	-467395.90625	2683495	1	225	1183.873	1.923703
2	-466395.90625	2683495	2	180.5673	1178.559	12.81665
2	-465395.90625	2683495	2	358.9949	1173.254	2.363195
2	-464395.90625	2683495	2	352.1709	1167.959	11.41357
1	-463395.90625	2683495	1	323.5308	1162.675	4.089788
2	-462395.90625	2683495	2	239.7911	1157.403	18.02731
2	-461395.90625	2683495	2	210.5102	1152.142	25.98923
2	-460395.90625	2683495	2	208.4429	1146.893	11.56919
2	-459395.90625	2683495	2	193.6959	1141.658	8.70458
2	-498395.90625	2682495	2	71.88921	1330.441	29.20264
3	-497395.90625	2682495	3	287.1218	1327.375	15.4285
2	-496395.90625	2682495	2	325.9295	1324.114	14.63117
2	-495395.90625	2682495	2	60.67109	1320.668	22.08531
3	-494395.90625	2682495	3	243.1617	1317.042	19.37298
2	-493395.90625	2682495	2	263.0964	1313.243	15.68398
2	-478395.90625	2682495	2	55.21688	1241.978	17.16879
2	-477395.90625	2682495	2	224.2205	1236.687	14.56809
2	-476395.90625	2682495	2	179.3489	1231.372	12.40819
2	-475395.90625	2682495	2	283.3487	1226.038	8.620158
2	-474395.90625	2682495	2	225	1220.69	0.8102307
2	-473395.90625	2682495	2	82.23483	1215.332	18.42055
2	-472395.90625	2682495	2	4.945967	1209.967	14.62636
2	-471395.90625	2682495	2	83.8845	1204.599	8.014633
3	-470395.90625	2682495	3	25.01689	1199.229	3.551995
1	-469395.90625	2682495	1	74.35775	1193.86	1.858704
1	-468395.90625	2682495	1	53.74616	1188.493	1.331964
1	-467395.90625	2682495	1	305.5377	1183.129	1.847648
2	-466395.90625	2682495	2	2.29061	1177.77	7.130655
2	-465395.90625	2682495	2	266.1859	1172.414	1.076554
2	-464395.90625	2682495	2	180	1167.064	0.4297103
2	-463395.90625	2682495	2	315	1161.719	1.822526
2	-462395.90625	2682495	2	118.3008	1156.38	20.63725
2	-461395.90625	2682495	2	259.4818	1151.047	21.32112
2	-460395.90625	2682495	2	257.6335	1145.721	13.45793
2	-498395.90625	2681495	2	46.81419	1330.391	21.34916
2	-497395.90625	2681495	2	4.06858	1327.253	16.67321
2	-496395.90625	2681495	2	283.1259	1323.926	29.78925
2	-495395.90625	2681495	2	43.89829	1320.415	20.19168
2	-494395.90625	2681495	2	32.14866	1316.729	25.49498
2	-493395.90625	2681495	2	269.2021	1312.874	24.17023
2	-477395.90625	2681495	2	77.38068	1235.912	18.94698
2	-476395.90625	2681495	2	289.5367	1230.588	2.354516
2	-475395.90625	2681495	2	251.8405	1225.244	18.20504
2	-472395.90625	2681495	2	354.1984	1209.134	13.22202
2	-471395.90625	2681495	2	285.3763	1203.748	17.28285
3	-470395.90625	2681495	3	344.8459	1198.357	13.96322
1	-469395.90625	2681495	1	125.665	1192.964	14.65779
1	-468395.90625	2681495	1	-1	1187.569	 0.0
2	-467395.90625	2681495	2	18.43495	1182.173	0.2264803
1	-466395.90625	2681495	1	250.3821	1176.777	5.775803
2	-465395.90625	2681495	2	119.7449	1171.38	0.6794125
2	-464395.90625	2681495	2	12.95276	1165.984	14.38769
2	-463395.90625	2681495	2	326.3099	1160.588	1.032802
2	-462395.90625	2681495	2	350.1959	1155.192	22.33489
2	-461395.90625	2681495	2	284.1801	1149.797	19.91488
2	-460395.90625	2681495	2	273.6914	1144.404	8.828762
2	-497395.90625	2680495	2	3.414555	1326.731	27.68516
2	-496395.90625	2680495	2	312.6655	1323.34	36.41883
2	-495395.90625	2680495	2	13.82205	1319.77	17.97273
2	-494395.90625	2680495	2	7.780354	1316.027	32.50183
2	-493395.90625	2680495	2	327.5698	1312.121	28.19614
2	-477395.90625	2680495	2	76.29304	1234.844	6.022696
2	-476395.90625	2680495	2	302.9052	1229.517	19.26268
2	-469395.90625	2680495	2	142.8002	1191.829	21.3434
4	-468395.90625	2680495	4	304.1984	1186.414	 0.0
1	-467395.90625	2680495	1	270	1180.995	5.426813
2	-466395.90625	2680495	2	17.85032	1175.57	20.97915
2	-465395.90625	2680495	2	201.5186	1170.141	13.23213
2	-464395.90625	2680495	2	338.7329	1164.708	12.6261
2	-463395.90625	2680495	2	30.41706	1159.27	12.66257
2	-462395.90625	2680495	2	355.2551	1153.828	17.60619
2	-461395.90625	2680495	2	267.8068	1148.382	16.38151
2	-496395.90625	2679495	2			
1	-494395.90625	2679495	1	146.9356	1314.924	12.52978
2	-493395.90625	2679495	2	137.3021	1310.972	19.39563
2	-470395.90625	2679495	2	55.90502	1195.866	11.10209
2	-469395.90625	2679495	2	83.55458	1190.447	16.73342
1	-468395.90625	2679495	1	64.50245	1185.02	15.11236
1	-467395.90625	2679495	1	-1	1179.585	 0.0
2	-466395.90625	2679495	2	293.8138	1174.141	13.74318
2	-465395.90625	2679495	2	305.6445	1168.689	25.06112
2	-464395.90625	2679495	2	-1	1163.228	 0.0
2	-463395.90625	2679495	2	333.9247	1157.758	11.10165
2	-462395.90625	2679495	2	104.7782	1152.28	21.11855
2	-461395.90625	2679495	2	316.4688	1146.793	3.945189
2	-494395.90625	2678495	2	198.9523	1313.411	19.30212
2	-493395.90625	2678495	2	184.8596	1309.417	17.21632
2	-469395.90625	2678495	2	161.1786	1188.809	25.11804
2	-468395.90625	2678495	2	71.56505	1183.378	2.489728
2	-467395.90625	2678495	2	236.8368	1177.935	16.78494
2	-466395.90625	2678495	2	234.6197	1172.481	22.93531
2	-465395.90625	2678495	2	287.4078	1167.014	21.64959
2	-464395.90625	2678495	2	343.4052	1161.535	11.14199
2	-463395.90625	2678495	2	-1	1156.044	 0.0
2	-462395.90625	2678495	2	-1	1150.539	 0.0
2	-469395.90625	2677495	2	21.39981	1186.91	11.23823
2	-468395.90625	2677495	2	73.20163	1181.482	7.880023
2	-467395.90625	2677495	2	39.40066	1176.041	5.176202
2	-466395.90625	2677495	2	257.687	1170.584	26.75248
2	-465395.90625	2677495	2	263.7032	1165.112	20.03692
2	-464395.90625	2677495	2	-1	1159.624	 0.0
2	-463395.90625	2677495	2	-1	1154.121	 0.0
2	-462395.90625	2677495	2	43.85424	1148.601	7.364119
2	-469395.90625	2676495	2	92.96486	1184.747	17.44118
2	-468395.90625	2676495	2	10.22217	1179.331	17.21922
2	-467395.90625	2676495	2	341.2666	1173.898	16.88739
2	-466395.90625	2676495	2	225	1168.447	0.2025703
2	-465395.90625	2676495	2	279.1839	1162.979	11.93991
2	-464395.90625	2676495	2	126.2803	1157.491	16.25222
2	-463395.90625	2676495	2	277.7652	1151.985	9.454537
3	-462395.90625	2676495	3	125.9453	1146.46	24.19479
2	-468395.90625	2675495	2	356.6003	1176.921	14.19495
2	-467395.90625	2675495	2	163.355	1171.505	20.78969
1	-466395.90625	2675495	1	110.4328	1166.068	7.748122
2	-465395.90625	2675495	2	244.9831	1160.611	17.24266
2	-464395.90625	2675495	2	86.91782	1155.134	 0.0
3	-463395.90625	2675495	3	-1	1149.635	 0.0
1	-462395.90625	2675495	1			
2	-467395.90625	2674495	2	34.49494	1168.863	15.18875
2	-466395.90625	2674495	2	81.22316	1163.449	28.03465
1	-465395.90625	2674495	1	244.5988	1158.012	26.35341
2	-464395.90625	2674495	2	123.0239	1152.552	10.14308
2	-463395.90625	2674495	2	147.5877	1147.069	10.56786
3	-462395.90625	2674495	3			
2	-467395.90625	2673495	2	45.93919	1165.978	6.155459
2	-466395.90625	2673495	2	120.4067	1160.593	17.15609
2	-465395.90625	2673495	2	-1	1155.183	 0.0
3	-464395.90625	2673495	3	237.5288	1149.75	18.0539
3	-463395.90625	2673495	3	147.9426	1144.291	16.27936
2	-466395.90625	2672495	2	107.2184	1157.506	39.32483
2	-465395.90625	2672495	2	8.615648	1152.131	4.769802
2	-464395.90625	2672495	2	213.4399	1146.731	17.61823
